,text,label,Emotions,Emotions_Label,cluster
174,ive worked in pharma for over years and i dont think anyone is going to be eager to inoculate themselves or th... ,vaccination,"[{'label': 'excitement', 'score': 0.5220017433166504}]",excitement,0
175,ask not why was approved but how much it adds up the current government is the reason... ,vaccination,"[{'label': 'neutral', 'score': 0.8862603306770325}]",neutral,0
176,stupid people should not be able to tweet the cdc guidelines say even if fully vaxed to still wear a mask ,masking and distancing,"[{'label': 'annoyance', 'score': 0.9559969902038574}]",annoyance,1
177, volunteers from three pune based hospitals get covishield vaccine dose in the second phase of human trials... ,vaccination,"[{'label': 'neutral', 'score': 0.9267111420631409}]",neutral,0
178,working with as analytics partner is publishing a white paper on delivering stable logi... ,,"[{'label': 'neutral', 'score': 0.955814778804779}]",neutral,0
179,lets all work together to shop my handmade before theyre gone madmaskr... ,masking and distancing,"[{'label': 'approval', 'score': 0.9568250775337219}]",approval,0
180,reopening schools within the first days was one of his major policy goals he pushed the cdc to go against the science and relax their guidelines on schools to allow him to do it *and* he completely misrepresent their findings lying and saying it was safe,lockdown,"[{'label': 'neutral', 'score': 0.7294975519180298}]",neutral,1
181,another death on your watch kristi all because you refused to protect your constituents amp went full trump i hope all these governors who refused to enact cdc guidelines are sued into oblivion ,masking and distancing,"[{'label': 'neutral', 'score': 0.26549264788627625}]",neutral,0
182,maybe but many of the unvaccinated are also antimasks also too many governors in states like mine failed to mandate masking policies amp or follow cdc guidelines in the st place once masks were politicized amp weaponized all bets were off i have continued to mask up indoors,masking and distancing,"[{'label': 'realization', 'score': 0.5432580709457397}]",realization,1
183,the newly released cdc guidelines also make explicit mention to this maybe that would help ,masking and distancing,"[{'label': 'curiosity', 'score': 0.8473108410835266}]",curiosity,0
184, i told all my friends not to get excited this covid war is not over i do not know about you but i do not trust the cdc and their so called guidelines i will keep wearing my masks when i go public places,masking and distancing,"[{'label': 'annoyance', 'score': 0.5044766068458557}]",annoyance,1
185,brazils staterun oswaldo cruz foundation (will commence production in december of an initial millio... ,vaccination,"[{'label': 'neutral', 'score': 0.7001892328262329}]",neutral,0
186,in my family we wait for playstation to work out all the kinks before we buy the new system but apparently im sup... ,,"[{'label': 'neutral', 'score': 0.4555738568305969}]",neutral,0
187, covid qampa ,vaccination,"[{'label': 'neutral', 'score': 0.9735792279243469}]",neutral,0
188,phase trials of covid vaccine deferred for a fortnight in lucknow hospital ,vaccination,"[{'label': 'neutral', 'score': 0.9933823347091675}]",neutral,0
189,do not need go far reasons distrust gov about health care/particularly covid vaccines many... ,vaccination,"[{'label': 'neutral', 'score': 0.9777887463569641}]",neutral,0
190,on my flight the attendant said this is dumb but we have to enforce it otherwise some might say we did not then announced the cdc updated their guidelines but the airline was following the govt orders/manadate the airports do not care as much scores of people w/o masks,masking and distancing,"[{'label': 'neutral', 'score': 0.8863170742988586}]",neutral,1
191,this goes against cdc guidelines vaccinated people do not need to wear masks why is la county antiscience,masking and distancing,"[{'label': 'confusion', 'score': 0.5180221199989319}]",confusion,0
192,cdc finally published guidelines this is a big deal ,masking and distancing,"[{'label': 'neutral', 'score': 0.8903763890266418}]",neutral,0
193,australian covid vaccine yields positive preclinical results ,vaccination,"[{'label': 'neutral', 'score': 0.9929244518280029}]",neutral,0
194,when tx dropped its mandate most people stayed masked when the cdc changed its guidelines the tx population went maskless practically overnight it is been something to see,masking and distancing,"[{'label': 'realization', 'score': 0.4931148886680603}]",realization,1
195,cdc if the dea was already decreasing the opioid quote since and prescribing them also declined why did you publish the guidelines for opioid prescribing ,vaccination,"[{'label': 'curiosity', 'score': 0.6391135454177856}]",curiosity,1
196,i feel like governor andrew cuomo didnt follow the cdc cms and hhs guidelines on people with disabilities of last year ,masking and distancing,"[{'label': 'disappointment', 'score': 0.8068813681602478}]",disappointment,0
197,how do covid vaccine trials work qw+ database member explains in this video also there is some... ,vaccination,"[{'label': 'neutral', 'score': 0.6593996286392212}]",neutral,0
198,story about a ,vaccination,"[{'label': 'neutral', 'score': 0.996338963508606}]",neutral,0
199,a stark reality check for all the sheep who believe a vaccine is the best solution for covid do you really wan... ,vaccination,"[{'label': 'neutral', 'score': 0.6781433820724487}]",neutral,0
200,i agree to a point but the cdc says you dont need to if you are vaccinated i guess my argument is if i was supposed to believe them and follow their guidelines a year ago why shouldnt i now,vaccination,"[{'label': 'approval', 'score': 0.9941157102584839}]",approval,1
201,the first vaccine is here ,vaccination,"[{'label': 'neutral', 'score': 0.9403444528579712}]",neutral,0
202,india on thursday recorded its biggest oneday covid case rise yet with nearly fresh cases in the last ... ,vaccination,"[{'label': 'neutral', 'score': 0.7084093689918518}]",neutral,0
203,the cdc tripped over its own d*ck re masking guidelines since vaz resisters are almost guaranteed to lie about it the guidance amounted to blanket permission for everyone to unmask you cannot unscrew that pooch,masking and distancing,"[{'label': 'neutral', 'score': 0.963039219379425}]",neutral,1
204, trials have been fasttracked amp phase trials are being exempted by many countri... ,vaccination,"[{'label': 'neutral', 'score': 0.9960477948188782}]",neutral,0
205,the cdc released new guidelines friday stating students teachers and staff who are fullyvaccinated do not have to wear masks when going back to school in the fall ,masking and distancing,"[{'label': 'realization', 'score': 0.44663316011428833}]",realization,1
206, health amp medical education department began influenza vaccination for healthcare professionals deal... ,vaccination,"[{'label': 'neutral', 'score': 0.997678816318512}]",neutral,0
207, and to jointly produce vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.9964101910591125}]",neutral,0
208,we all want to get back to the things we love to do help us get there by following cdc guidelines wearing a mask and getting a vaccine ,vaccination,"[{'label': 'desire', 'score': 0.921280562877655}]",desire,1
209,finally first vaccine is officially out and congratulations scientists doctors and volunteers great to see... ,vaccination,"[{'label': 'excitement', 'score': 0.6956228017807007}]",excitement,0
210,cdc infection control guidelines catch up with need to address aerosols ,vaccination,"[{'label': 'neutral', 'score': 0.9983443021774292}]",neutral,0
211,in accordance with the cdcs most recent guidelines guests that are not fully vaccinated are strongly encouraged to wear masks or face coverings while attending bswa events any guest who needs a mask during an event may obtain one at no cost from the arena,masking and distancing,"[{'label': 'approval', 'score': 0.9110185503959656}]",approval,1
212,if vaccines are % safe then why do governments take on the liability for pharmaceutical companies so that they c... ,vaccination,"[{'label': 'curiosity', 'score': 0.827031135559082}]",curiosity,0
213,on thursday of last week the fed made the biggest change to monetary policy in years at his press conference... ,,"[{'label': 'neutral', 'score': 0.9613771438598633}]",neutral,0
214,who would have thought that undermining the cdc would destroy public trust in a vaccine being rushed to market by a... ,vaccination,"[{'label': 'neutral', 'score': 0.746254026889801}]",neutral,0
215,did give any indian lakh rs as promised so people of think thrice before u vote for... ,,"[{'label': 'approval', 'score': 0.9302675724029541}]",approval,0
216, law protects the right of disabled to receive opiod pain medication why are we fighting guidelines amp so hard when law is on our side amp = guidelines is law what am i missing ,vaccination,"[{'label': 'confusion', 'score': 0.7713982462882996}]",confusion,1
217,that was my misstatement i was shorthanding that they claimed to be following all cdc guidelines when the photos of the private plane were posted my bad for being unclear my apologies,masking and distancing,"[{'label': 'remorse', 'score': 0.9535462856292725}]",remorse,1
